,title,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
2863,Severed,"Sep 22, 2016","Action Adventure, General",Wii U,DrinkBox Studios,T,,83,7.8,8,21,1 Player,"Severed follows the saga of a distraught warrior, who is lost in a fantastical world, as she knits together pieces of her story from both the past and the future. As the heroine, players will embark on a journey through a surreal, nonlinear world by using a gesture-based combat mechanic to defeat enemies in this first-person adventure. During their journey, players will unlock new abilities, discover secrets of the land, and grow in power as they master both offensive and defensive techniques."
2864,Prince of Persia: Warrior Within,"Nov 30, 2004","Action Adventure, Fantasy, Fantasy, Linear",PC,Ubisoft Montreal,M,Blood and Gore Intense Violence Sexual Themes,83,8.6,29,541,1 Player,"The Prince has to embark upon a path of both carnage and mystery to defy his preordained death. His journey leads to the infernal core of a cursed island stronghold harboring mankind's greatest fears. Only through grim resolve, bitter defiance and the mastery of deadly new combat arts can the Prince rise to a new level of warriorship - and emerge from this ultimate trial with his life. In order to accomplish his mission, the Prince benefits from a brand new free-form fighting system that allows gamers to channel his anger as they wage battle without boundaries. Each game fan will find his or her own unique fighting style as they manipulate their environment and control the Ravages of Time. You can dig into an arsenal of weapons that, when used in combination, create advanced arm attacks that verge on fatal artistry! Prince of Persia: Warrior Within promises that game fans will fight harder, and play longer, emerging from the experience as deadly-capable skilled masters of their own unique combat art form. [Ubisoft]"
2865,Door Kickers,"Oct 20, 2014","Modern, Modern, Strategy, Real-Time, General, Tactics",PC,KillHouse Games,,,83,7.8,13,114,2 Players Online Multiplayer,Door Kickers is a realtime strategy game that puts you in charge of a SWAT team and lets you command them during a tactical intervention. 
2866,Counter-Strike: Global Offensive,"Aug 21, 2012","Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern",PC,"Valve Software, Hidden Path Entertainment",M,,83,7.3,38,4789,",  Up to 10 Players","Counter-Strike: Global Offensive features new maps, characters, and weapons and
delivers updated versions of the classic CS content."
2867,Resident Evil 7: biohazard,"Jan 23, 2017","Action Adventure, Survival",PC,Capcom,M,,83,7.9,17,1418,1 Player,"Fear and isolation seep through the walls of an abandoned southern farmhouse. ""7"" marks a new beginning for survival horror with the Isolated View of the visceral new first-person perspective. Powered by the RE Engine, horror reaches incredible heights of immersion as players enter a terrifyingly new world of fear as they fight to survive."
2868,Owlboy,"Apr 10, 2018","Action Adventure, General",Xbox One,BlitWorks,E10+,,83,6.3,12,19, No Online Multiplayer,"Owlboy is a vertical platform adventure set in the sky, where the islands of the world have been spread apart after a great calamity. You play as Otus, among the last of the Owls, a renowned race that has produced many of the world's great wonders"
2869,OlliOlli2: XL Edition,"May 24, 2016","Sports, Individual, Skate / Skateboard",Xbox One,roll7,T,,83,7.0,12,7,1 Player,OlliOlli2: Welcome to Olliwood plucks the iconic skater from the street and dropping him squarely in the middle of the Big Screen’s most bodacious cinematic locations.
2870,Frequency,"Nov 19, 2001","Miscellaneous, Rhythm, Music",PlayStation 2,Harmonix Music Systems,E,Mild Lyrics,83,8.6,26,31,1-4 Players,"Utilizing songs from major artists, players mix and remix songs through each of eight different instrument types. If remixed correctly, players can freestyle to create their own music. With 6 unique game modes, top hits from major bands, stunning 3D graphics, and video sequences of your favorite bands, FREQUENCY stays in tune with ""the most immersive musical gameplay experience ever."" [SCEA]"
2871,The Last Campfire,"Aug 27, 2020","Puzzle, Action",Switch,Hello Games,,,83,7.5,11,43,1 Player,"DISCOVER A PURPOSE

The Last Campfire is an adventure, a story of a lost ember trapped in a puzzling place, searching for meaning and a way home.

ON A JOURNEY
Travel deeper into the lands beyond the dark forest and overcome the adversities before you.

UNCOVER A WORLD
Discover beautiful wilderness filled with lost folk, strange creatures and mysterious ruins.

LIGHT THE LAST CAMPFIRE
Find hope and carry it with you on your Journey to light The Last Campfire.

FROM A SMALL STUDIO
A unique tale from Hello Games and the creative minds behind LostWinds."
2872,Call of Duty: World at War,"Nov 10, 2008","Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",Wii,Exakt,M,Blood Strong Language Violence,83,7.5,19,92,"1-2 Players, 8 Players Online","Utilizing the Call of Duty 4: Modern Warfare engine, Call of Duty: World at War throws out the rulebook of war to transform WWII combat through a new enemy, new tactics and an uncensored experience of the climatic battles that gripped a generation. As U.S. Marines and Russian soldiers, players employ new features like cooperative gameplay, and weapons such as the flamethrower in the most chaotic and cinematically intense experience to date. Call of Duty: World at War introduces co-operative play, bringing fresh meaning to the ""No One Fights Alone"" mantra with up to four-players online for Xbox 360, PS3 and PC, or two-player local split-screen on consoles. Nintendo Wii will also support a unique co-op mode for two players. For the first time ever players can experience harrowing single-player missions together for greater camaraderie and tactical execution.  The co-op campaign allows players to rank up and unlock perks in competitive multiplayer by completing challenges and earning experience points, adding continuous re-playability and team-based gameplay. Whether playing competitively or cooperatively – if players are online with Call of Duty: World at War – they always gain experience points. Based on a player’s experience rank and rank of the player's friends, Call of Duty: World at War scales dynamically to provide a deeper level of challenge. [Activision]"
2873,Iconoclasts,"Jan 23, 2018","Action, Action Adventure, Platformer, Open-World,",PlayStation 4,"Joakim Sandberg, Konjak",T,,83,7.1,23,69,1 Player,"Join renegade mechanic Robin and uncover the secrets of a dying planet. Explore a big world filled with intricate puzzles, interesting characters and menacing bosses in a beautiful platform adventure that tells a personal story about faith, purpose and the challenge of helping people. "
2874,Flipping Death,"Aug  7, 2018","Action, Action Adventure, General",Switch,Zoink!,T,,83,7.6,12,28,1 Player,"Welcome to Flatwood Peaks, a small whimsical town with a problem -- Death is on vacation. Play as Penny and help trapped ghosts with your trusted scythe. Flip the entire world around to solve puzzles on both the living and the dead side and slowly uncover the mystery surrounding your own demise."
2875,Yoku's Island Express,"May 29, 2018","Action, Pinball",Xbox One,Villa Gorilla,E10+,,83,7.8,29,30,1 Player,"Yoku’s Island Express is an open world/metroidvania-style pinball adventure, Seamlessly blending platform navigation with pinball mechanics across a large open world."
2876,Warhammer: Vermintide 2,"Jul 11, 2018","Action, Shooter, First-Person, Arcade",Xbox One,"Fatshark AB, Fatshark",M,,83,6.7,15,20,Up to 4 Players,"The sequel to Warhammer: End Times - Vermintide. Fight together with your friends against the forces of Chaos and Skaven in this epic 4-player co-op game set in the Warhammer Fantasy Battles world. Vermintide 2 expands the intense first-person combat with a brand-new enemy faction, 15 new career paths, talent trees, new weapons, an improved loot system, and more."
2877,MLB 07: The Show,"Feb 26, 2007","Sports, Traditional, Baseball, Sim",PlayStation 2,SCEA,E,,83,8.6,25,19,"1-2 Players, 2 Players Online","The innovative Road to The Show mode enables fans to play solely as a custom-created rookie on both offense and defense while attempting to rise through the ranks and make a starting line-up in the Big Leagues. Adding to its already robust online feature set, the MLB franchise now includes Online League Play, which gives gamers the ability to set up leagues with up to 30 teams, complete statistical tracking, point benefits and full customization, while the My Sliders feature allows users to create their perfect game settings and upload them to the MLB 07 The Show server for others to try out. [SCEA]"
2878,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,"Dec 15, 2008","Miscellaneous, Adventure, General, Compilation",Wii,Telltale Games,E10+,Comic Mischief Mild Cartoon Violence Mild Suggestive Themes,83,7.6,14,10,1 Player,"[WiiWare]  Trogdor, the beefy-armed dragon of legend, has shaken free from his video game and is running through the countryside, ""burninating"" everything in sight. With a dragon on the loose and 8-bit classics leaking into the real world, it's all fun and games until the proud land of Strong Badia falls to Trogdor's fiery wrath. Now Strong Bad must take back the night by sending this scorching menace back into his arcade cabinet once and for all. Just one problem: Does anybody know how to kill a dragon? [TellTale Games]"
